FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,REPRSNT_MENU_NM,MENU_PRC,BASE_DE,lat,lon,price
마일드치킨,충청남도 서산시 번화1로 41-1,44,44210,126.4539556,36.78271952,충남,후라이드치킨,15000.0,20241231,36.78271952,126.4539556,15000.0
큰마을영양굴밥,충청남도 서산시 부석면 간월도1길 65,44,44210,126.4164478,36.60953879,충남,영양굴밥,12000.0,20241231,36.60953879,126.4164478,12000.0
은정갈비,충청남도 아산시 시민로 384,44,44200,127.0008094,36.78280876,충남,돼지갈비(200g),13000.0,20241231,36.78280876,127.0008094,13000.0
진주회관,충청남도 천안시 서북구 성환읍 성환11길 15,44,44130,127.1296349,36.91694934,충남,진주불고기,13000.0,20241231,36.91694934,127.1296349,13000.0
딴뚝통나무집식당,충청남도 태안군 안면읍 조운막터길 23-22,44,44825,126.3509714,36.5094215,충남,게국지,50000.0,20241231,36.5094215,126.3509714,50000.0
서울식당,충청북도 괴산군 괴산읍 읍내로 283-1,43,43760,127.7940349,36.80869564,충북,올갱이 해장국,7000.0,20241231,36.80869564,127.7940349,7000.0
금강식당,충청북도 단양군 백자1길 11 금강식당,43,43800,128.4840026,37.04271218,충북,금강 정식,18000.0,20241231,37.04271218,128.4840026,18000.0
일미해장국,충청북도 옥천군 금장로 105,43,43730,127.5746088,36.29856667,충북,해제비,6000.0,20241231,36.29856667,127.5746088,6000.0
영빈관,충청북도 음성군 음성읍 읍내리 시장로 115번길 5,43,43770,127.6912335,36.93722274,충북,짜장면,5000.0,20241231,36.93722274,127.6912335,5000.0
노송식당,충청북도 제천시 내토로43길 5,43,43150,128.2131788,37.12817518,충북,가자미 양념구이,8000.0,20241231,37.12817518,128.2131788,8000.0
동원가든,충청북도 제천시 봉양읍 제원로10길 55,43,43150,128.1041157,37.18690934,충북,능이백숙,57000.0,20241231,37.18690934,128.1041157,57000.0
송애집,충청북도 진천군 초평면 초평로 1051-5,43,43750,127.5180389,36.81360226,충북,붕어 찜(대),17000.0,20241231,36.81360226,127.5180389,17000.0
단골집,충청북도 진천군 초평면 초평로 1053,43,43750,127.5176057,36.81318765,충북,붕어찜(대),17000.0,20241231,36.81318765,127.5176057,17000.0
신화당,충청북도 청주시 상당구 대성로22번길 5-1,43,43111,127.4937059,36.62728679,충북,우동,4000.0,20241231,36.62728679,127.4937059,4000.0
남주동해장국,충청북도 청주시 상당구 무심동로304번길 10,43,43111,127.4851814,36.629276,충북,해장국(특),9000.0,20241231,36.629276,127.4851814,9000.0
공원당,충청북도 청주시 상당구 상당로55번길 40-2,43,43111,127.4886146,36.63309657,충북,왕새우까스,12000.0,20241231,36.63309657,127.4886146,12000.0
남들갈비,충청북도 청주시 서원구 청남로2133번길 8,43,43112,127.4875292,36.62287003,충북,돼지갈비 (600g),24000.0,20241231,36.62287003,127.4875292,24000.0
금수장장어구이,충청북도 청주시 서원구 현도면 청남로 16,43,43112,127.4285959,36.45803134,충북,장어구이,27000.0,20241231,36.45803134,127.4285959,27000.0
대동관,충청북도 청주시 청원구 내수로 733,43,43710,127.5362814,36.72686357,충북,자장면,3000.0,20241231,36.72686357,127.5362814,3000.0
리정,충청북도 청주시 청원구 우암로 71-1,43,43710,127.486687,36.65467587,충북,육개장,8000.0,20241231,36.65467587,127.486687,8000.0
삼미족발,충청북도 청주시 청원구 향군로 35,43,43710,127.4863426,36.64886118,충북,미니족발,25000.0,20241231,36.64886118,127.4863426,25000.0
복서울해장국,충청북도 충주시 관아1길 16,43,43130,127.9351081,36.97026545,충북,선지해장국,7000.0,20241231,36.97026545,127.9351081,7000.0
대장군식당,충청북도 충주시 수안보면 미륵송계로 105,43,43130,128.0161694,36.84169303,충북,전통 꿩요리 B코스(2인이상),30000.0,20241231,36.84169303,128.0161694,30000.0
이문 설농탕,서울특별시 종로구 견지동 88,11,11110,126.98389,37.572738,서울,설렁탕,,20241231,37.572738,126.98389,
하얀집,전라남도 나주시 중앙동 48-17,46,46170,126.717027,35.032266,전남,"곰탕,수육",,20241231,35.032266,126.717027,
내호냉면,부산광역시 남구 우암2동 189-571,26,26290,129.070262,35.126713,부산,함흥냉면,,20241231,35.126713,129.070262,
박달집,부산광역시 금정구 금샘로 377,26,26410,129.084256,35.256874,부산,전통개장국,,20241231,35.256874,129.084256,
안일옥,경기도 안성시 영동 25-1,41,41550,127.272828,37.007577,경기,설렁탕,,20241231,37.007577,127.272828,
함양집,울산광역시 남구 삼산로228번길 19,31,31140,129.332848,35.536478,울산,전통비빔밥,,20241231,35.536478,129.332848,
천일식당,전라남도 해남군 해남읍 읍내리 34,46,46820,126.599225,34.570962,전남,떡갈비,,20241231,34.570962,126.599225,
형제 추어탕,서울특별시 종로구 평창동 281-1,11,11110,126.964576,37.603845,서울,추어탕,,20241231,37.603845,126.964576,
천황식당,경상남도 진주시 대안동 4-1,48,48170,128.084434,35.196078,경남,진주비빔밥,,20241231,35.196078,128.084434,
기장곰장어,부산광역시 기장군 기장읍 시랑리 572-4,26,26710,129.211368,35.185326,부산,짚불곰장어,,20241231,35.185326,129.211368,
삼대 광양 불고기집,전라남도 광양시 광양읍 칠성리 959-11,46,46230,127.5788,34.970159,전남,불고기,,20241231,34.970159,127.5788,
황산옥,충청남도 논산시 강경읍 황산리 81-16,44,44230,127.009274,36.156493,충남,생복찜,,20241231,36.156493,127.009274,
신식당,전라남도 담양군 담양읍 담주리 68,46,46710,126.98127,35.321459,전남,떡갈비,,20241231,35.321459,126.98127,
용금옥,서울특별시 중구 다동 165-1,11,11140,126.98054,37.567663,서울,추탕,,20241231,37.567663,126.98054,
은호식당,서울특별시 중구 남창동 50-43,11,11140,126.977013,37.559019,서울,꼬리토막,,20241231,37.559019,126.977013,
곰보추탕,서울특별시 동대문구 용신동 767-6,11,11230,127.026739,37.57874,서울,추탕,,20241231,37.57874,127.026739,
잼배옥,서울특별시 중구 서소문동 64-4,11,11140,126.973728,37.562505,서울,설렁탕,,20241231,37.562505,126.973728,
연춘,충청남도 아산시 득산동 15-1,44,44200,126.976271,36.775717,충남,장어구이,,20241231,36.775717,126.976271,
청진옥,서울특별시 종로구 종로1가 24,11,11110,126.97984,37.570847,서울,해장국,,20241231,37.570847,126.97984,
진주회관,충청남도 천안시 서북구 성환읍 성환리 449-175,44,44133,127.129631,36.916933,충남,불고기,,20241231,36.916933,127.129631,
하동관,서울특별시 중구 명동1가 10-4,11,11140,126.985111,37.564459,서울,곰탕,,20241231,37.564459,126.985111,
한일관(서울),서울특별시 강남구 신사동 619-4,11,11680,127.032492,37.527833,서울,"불고기, 냉면",,20241231,37.527833,127.032492,
동래 할매 파전,부산광역시 동래구 복천동 367-2,26,26260,129.083814,35.204616,부산,동래파전,,20241231,35.204616,129.083814,
영명식당,전라남도 영암군 학산면 독천리 184,46,46830,126.56734,34.724923,전남,갈낙탕,,20241231,34.724923,126.56734,
옥천옥,서울특별시 동대문구 신설동 94-57,11,11230,127.026979,37.57247,서울,설렁탕,,20241231,37.57247,127.026979,
소복식당,충청남도 예산군 예산읍 예산리 210-10,44,44810,126.850225,36.679576,충남,소갈비,,20241231,36.679576,126.850225,
할머니집,경기도 오산시 오산동 432-1,41,41370,127.069127,37.15373,경기,소머리국밥,,20241231,37.15373,127.069127,
전통 경주할매집,경상북도 경주시 황남동 200-2,47,47130,129.215999,35.835816,경북,쌈밥정식,,20241231,35.835816,129.215999,
남성식당,경상남도 창원시 마산합포구 오동동 251-8,48,48125,128.579257,35.20498,경남,복국,,20241231,35.20498,128.579257,
삼백집,전라북도 전주시 완산구 고사동 454-1,45,45111,127.141123,35.817917,전북,콩나물국밥,,20241231,35.817917,127.141123,
평양옥(인천),인천광역시 중구 신흥동 3가 18,28,28110,126.638665,37.463861,인천,해장국,,20241231,37.463861,126.638665,
하연옥,경상남도 진주시 이현동 1191,48,48170,128.060668,35.19392,경남,진주물냉면,,20241231,35.19392,128.060668,
국일 따로국밥,대구광역시 중구 전동 7-1,27,30140,128.593168,35.871113,대구,따로국밥,,20241231,35.871113,128.593168,
송정3대 국밥,부산광역시 부산광역시진구 부전2동 255-15,26,26230,129.075086,35.179843,부산,돼지국밥,,20241231,35.179843,129.075086,
우래옥,서울특별시 중구 주교동 118-1,11,11140,126.998735,37.568198,서울,평양냉면,,20241231,37.568198,126.998735,
할머니 묵집,대전광역시 유성구 봉산동 709-16,30,30200,127.383839,36.446171,대전,묵밥,,20241231,36.446171,127.383839,
부여집,서울특별시 영등포구 당산동 2가 162-13,11,11560,126.89221,37.524294,서울,꼬리곰탕,,20241231,37.524294,126.89221,
강서면옥,서울특별시 중구 서소문동 120-15,11,11140,126.973962,37.562011,서울,평양냉면,,20241231,37.562011,126.973962,
옥돌집,서울특별시 성북구 길음동 1065,11,11290,127.027272,37.606523,서울,불고기,,20241231,37.606523,127.027272,
육거리 곰탕,경상남도 진주시 강남동 119,48,48170,128.086268,35.1858,경남,곰탕,,20241231,35.1858,128.086268,
원조 창평시장 국밥,전라남도 담양군 창평면 창평리 209-8,46,46710,127.01488,35.237963,전남,국밥,,20241231,35.237963,127.01488,
경희식당,충청북도 보은군 속리산면 사내7길 11-4,43,43720,127.821575,36.532407,충북,한정식,,20241231,36.532407,127.821575,
급행장,부산광역시 부산광역시진구 부전1동 259-27,26,26230,129.075086,35.179843,부산,소갈비구이,,20241231,35.179843,129.075086,
명동 할매낙지,서울특별시 중구 명동 2가 31-7,11,11140,126.985109,37.562152,서울,낙지백반,,20241231,37.562152,126.985109,
진주집,서울특별시 중구 남창동 34-31,11,11140,126.97709,37.560029,서울,꼬리곰탕,,20241231,37.560029,126.97709,
포항 할매집,경상북도 영천시 완산동 982-3,47,47230,128.93851,35.963997,경북,곰탕,,20241231,35.963997,128.93851,
강산면옥,대구광역시 중구 교동 62-1,27,30140,128.596332,35.873621,대구,물냉면,,20241231,35.873621,128.596332,
고래고기 원조 할매집,울산광역시 남구 장생포동 335-2,31,31140,129.369616,35.501735,울산,고래수육,,20241231,35.501735,129.369616,
불로식당,경상남도 창원시 마산합포구 동성동 153,48,48125,128.576513,35.205327,경남,한정식,,20241231,35.205327,128.576513,
천안곰탕,부산광역시 중구 광복동 1가 5-14,26,26110,129.034576,35.099314,부산,곰탕,,20241231,35.099314,129.034576,
평양옥(대전),대전광역시 서구 만년동 314,30,30170,127.380772,36.368739,대전,영양탕,,20241231,36.368739,127.380772,
호동식당,경상남도 통영시 서호동 117-102,48,48220,128.418777,34.843646,경남,복국,,20241231,34.843646,128.418777,
국일식당,전라남도 보성군 벌교읍 벌교리 641,46,46780,127.343359,34.844001,전남,꼬막정식,,20241231,34.844001,127.343359,
문화옥,서울특별시 중구 주교동 118-3,11,11140,126.998475,37.568132,서울,설렁탕,,20241231,37.568132,126.998475,
옥천냉면,경기도 양평군 옥천면 옥천리 884-12,41,41830,127.449725,37.510844,경기,냉면,,20241231,37.510844,127.449725,
이학식당,충청남도 공주시 중동 147-58,44,44150,127.124123,36.45493,충남,따로국밥,,20241231,36.45493,127.124123,
평양냉면,충청남도 천안시 동남구 사직동 168-9,44,44130,127.149659,36.802036,충남,냉면,,20241231,36.802036,127.149659,
한국집,전라북도 전주시 완산구 전동 2-1,45,45111,127.148243,35.816417,전북,육회비빔밥,,20241231,35.816417,127.148243,
다신식당,강원도 속초시 청호동 838,42,42210,128.593823,38.202848,강원,가리국밥,,20241231,38.202848,128.593823,
연남서식당,서울특별시 마포구 노고산동 109-69,11,11440,126.935324,37.553704,서울,소갈비,,20241231,37.553704,126.935324,
옛집식당,대구광역시 중구 시장북로 120-2,27,30140,128.581747,35.872052,대구,육개장,,20241231,35.872052,128.581747,
우리옥,인천광역시 강화군 강화읍 신문리 184,28,28110,126.483796,37.746083,인천,백반,,20241231,37.746083,126.483796,
원산면옥,부산광역시 중구 창선동 1가 37,26,26110,129.03089,35.099237,부산,냉면,,20241231,35.099237,129.03089,
하동복집,경상남도 진주시 대안동 8-170,48,48170,128.08496,35.194708,경남,복국,,20241231,35.194708,128.08496,
한일관(전북),전라북도 완산구 중화산동 2가 4-34,45,45111,127.128002,35.817633,전북,"한정식, 전주비빔밥",,20241231,35.817633,127.128002,
고성회관,강원도 속초시 중앙동 481-1,42,42210,128.590886,38.202529,강원,오징어순대,,20241231,38.202529,128.590886,
남들갈비,충청북도 청주 흥덕구 모충동 120-15,43,43113,127.487519,36.622832,충북,돼지갈비,,20241231,36.622832,127.487519,
소문난3대 할매김밥집,경상남도 통영시 서호동 177-360,48,48220,128.421135,34.84078,경남,충무김밥,,20241231,34.84078,128.421135,
새진주식당,부산광역시 중구 보수동 1가 77-6,26,26110,129.024883,35.104769,부산,비빔밥,,20241231,35.104769,129.024883,
시내식당,전라남도 광양시 광양읍 칠성리 964-1,46,46230,127.579549,34.969323,전남,광양불고기,,20241231,34.969323,127.579549,
옥산 장날 순대,충청북도 청원군 옥산면 오산리 211-26,43,43710,127.373258,36.665462,충북,순대국밥,,20241231,36.665462,127.373258,
경주 원조콩국,경상북도 경주시 황남동 142-2,47,47130,129.214722,35.833396,경북,콩국수,,20241231,35.833396,129.214722,
대들보 함흥면옥,대전광역시 중구 유천1동 311-13,30,30140,127.395204,36.319731,대전,냉면,,20241231,36.319731,127.395204,
마포 진짜원조 최대포,서울특별시 마포구 공덕동 255-5,11,11440,126.952066,37.544546,서울,돼지갈비,,20241231,37.544546,126.952066,
송월관,경기도 동두천시 생연2동 683-24,41,41250,127.054941,37.900875,경기,떡갈비,,20241231,37.900875,127.054941,
양산도집,부산광역시 사상구 감전동 516,26,26530,128.969744,35.130768,부산,민물장어구이,,20241231,35.130768,128.969744,
열차집,서울특별시 종로구 공평동 130-1,11,11110,126.982783,37.57171,서울,빈대떡,,20241231,37.57171,126.982783,
목리 장어센터,전라남도 강진군 강진읍 목리 31-1,46,46810,126.780689,34.633847,전남,장어구이,,20241231,34.633847,126.780689,
삼거리 먼지막 순대국,서울특별시 영등포구 대림1동 963-9,11,11560,126.907221,37.491744,서울,순대국,,20241231,37.491744,126.907221,
상주식당,대구광역시 중구 동성로 2가 54-1,27,30140,128.595975,35.870387,대구,추어탕,,20241231,35.870387,128.595975,
가선식당,충청북도 영동군 양산면 가선리 139-6,43,43740,127.601058,36.124848,충북,어죽,,20241231,36.124848,127.601058,
리정식당,충청북도 청주시 상당구 내덕동 297-12,43,43111,127.486683,36.654497,충북,육개장,,20241231,36.654497,127.486683,
백번집,전라북도 전주시 완산구 다가동 1가 44-7,45,45111,127.141947,35.815363,전북,한정식,,20241231,35.815363,127.141947,
오장동 함흥냉면,서울특별시 중구 오장동 90-10,11,11140,126.999908,37.564288,서울,냉면,,20241231,37.564288,126.999908,
완도횟집,전라남도 강진군 마량면 마량리 미항로 169,46,46810,126.820477,34.449132,전남,생선회,,20241231,34.449132,126.820477,
태조 감자국,서울특별시 성북구 동소문동 5가 73-2,11,11290,127.015954,37.592148,서울,감자국,,20241231,37.592148,127.015954,
구포집,부산광역시 중구 부평동 3가 36-8,26,26110,129.024641,35.101228,부산,회비빔밥,,20241231,35.101228,129.024641,
새집 추어탕,전라북도 남원시 천거동 160-206,45,45190,127.375319,35.400295,전북,추어숙회,,20241231,35.400295,127.375319,
전주 중앙회관,서울특별시 중구 충무로1가 24-11,11,11140,126.983764,37.561177,서울,곱돌비빕밥,,20241231,37.561177,126.983764,
고려삼계탕,서울특별시 중구 서소문동 55-3,11,11140,126.972907,37.563002,서울,삼계탕,,20241231,37.563002,126.972907,
두암식당,전라남도 무안군 몽탄면 사창리 697-2,46,46840,126.518854,34.96539,전남,짚불구이,,20241231,34.96539,126.518854,
함흥 곰보냉면,서울특별시 종로구 인의동 112-14 세운스퀘어 401호,11,11110,126.997025,37.571598,서울,냉면,,20241231,37.571598,126.997025,
명월집,인천광역시 중구 중앙동3가 46,28,28110,126.622783,37.471858,인천,백반,,20241231,37.471858,126.622783,
역전회관,서울특별시 마포구 염리동 173-21,11,11440,126.946997,37.542942,서울,바싹불고기,,20241231,37.542942,126.946997,
진주회관,서울특별시 중구 서소문동 120-35,11,11140,126.974488,37.562385,서울,콩국수,,20241231,37.562385,126.974488,
편대장 영화식당,경상북도 영천시 금노동 582-15,47,47230,128.928169,35.960428,경북,육회,,20241231,35.960428,128.928169,
덕인관,전라남도 담양군 담양읍 담주리 85-2,46,46710,126.981714,35.321165,전남,떡갈비,,20241231,35.321165,126.981714,
진짜초가집 원조아구찜,경상남도 마산시 오동동 151-5,48,48125,128.578247,35.206689,경남,아구찜,,20241231,35.206689,128.578247,
버들식당,대구광역시 달서구 성당1동 118-1,27,27290,128.566814,35.847977,대구,곱창 전골,,20241231,35.847977,128.566814,
청화집,충청남도 천안시 동남구 병천면 병천리 167-6,44,44130,127.299264,36.762342,충남,순대,,20241231,36.762342,127.299264,
안동회관,경상북도 안동시 태사길 71(옥정동) 1층 안동회관,47,47170,128.7351029,36.5665807,경남,불고기,24000.0,20241231,36.5665807,128.7351029,24000.0
동원손칼국수,대전광역시 서구 청사서로54번길 11,30,30170,127.3773454,36.3627336,대전,칼국수,7000.0,20241231,36.3627336,127.3773454,7000.0
전주우족설렁탕,전라북도 군산시 대학로 88(금광동) 전라북도 군산시 개정면 금강로 470-1,45,45130,126.7714677,35.9833458,전북,우족탕,14000.0,20241231,35.9833458,126.7714677,14000.0
명동닭한마리 본점,서울특별시 종로구 종로40가길 14(종로5가),11,11110,127.0058656,37.5703116,서울,닭한만리,25000.0,20241231,37.5703116,127.0058656,25000.0
은혜반찬2,대전광역시 대덕구 중리로64번길 16(중리동),30,30230,127.4260669,36.3647169,대전,반찬전문점,10000.0,20241231,36.3647169,127.4260669,10000.0
진미집,전라북도 전주시 완산구 전주천동로 94,45,45111,127.1504296,35.8111707,전북,소바,10000.0,20241231,35.8111707,127.1504296,10000.0
금일옥,전라북도 전주시 완산구 전주객사3길 11-6,45,45111,127.1420399,35.8177582,전북,생선탕,12000.0,20241231,35.8177582,127.1420399,12000.0
매봉,대전광역시 대덕구 계족로664번길 113(법동),30,30230,127.4352139,36.3701824,대전,두부전골,27000.0,20241231,36.3701824,127.4352139,27000.0
자연산형제횟집,대전광역시 대덕구 중리로76번길 22,30,30230,127.4263896,36.3656846,대전,모듬회,38000.0,20241231,36.3656846,127.4263896,38000.0
오륙하우스,경기도 동두천시 상패로 210-9(보산동),41,41250,127.055548,37.9171733,경기,경양식,40000.0,20241231,37.9171733,127.055548,40000.0
한일가든,"경기도 고양시 덕양구 행주로 77 (행주내동, 한일가든)전체",41,41280,126.8241779,37.6053329,경기,갈비,60000.0,20241231,37.6053329,126.8241779,60000.0
호수식당,경기도 동두천시 중앙로 312 (생연동)1층,41,41250,127.0551144,37.9091041,경기,부대찌개,9000.0,20241231,37.9091041,127.0551144,9000.0
이천용인닭발본점(구.용인닭발),경기도 이천시 중리천로21번길 10-11,41,41500,127.4406106,37.2810926,경기,닭발,15000.0,20241231,37.2810926,127.4406106,15000.0
털보아구탕,"경기도 안산시 단원구 원초로 34 (원곡동, 남양상가)",41,41270,126.8020246,37.3278334,경기,아구탕,35000.0,20241231,37.3278334,126.8020246,35000.0
홍능갈비,"경기도 고양시 덕양구 삼송로 158 (삼송동,1층)",41,41280,126.8915046,37.652654,경기,돼지갈비,14000.0,20241231,37.652654,126.8915046,14000.0
두꺼비집,경기도 안산시 단원구 원고잔로 15 (고잔동),41,41270,126.8274502,37.3188595,경기,부대찌개,18000.0,20241231,37.3188595,126.8274502,18000.0
마포설렁탕,경기도 수원시 팔달구 인계로101번길 11(인계동),41,41115,127.0289436,37.268668,경기,설렁탕,13000.0,20241231,37.268668,127.0289436,13000.0
